train_id,brake_pad_wear_pct,door_cycles,hvac_pressure_psi,traction_motor_temp_c,mileage_km,days_since_ibl,past_30d_delays,past_30d_faults,brake_risk,door_risk,hvac_risk,traction_risk,next_day_failure_prob,failure_event
KM-114,49.43,50056,55.24,97.73,70145.7,47,1,0,0.2943,0.4949,0.4608,0.7922,0.4773,1
KM-101,85.45,40620,52.97,68.88,17530.7,109,0,0,0.7302,0.3618,0.6445,0.0,0.4749,0
KM-125,73.43,68698,70.97,85.4,101997.0,36,2,2,0.6391,0.9558,0.054,0.4401,0.5614,0
KM-102,88.3,75039,62.25,57.12,77084.6,170,0,2,0.7797,1.0,0.3648,0.0,0.5959,0
KM-117,13.83,34895,73.55,93.08,97996.4,9,0,0,0.0191,0.2881,0.0135,0.6594,0.2133,0
KM-102,73.31,35842,51.22,67.42,15507.1,50,4,0,0.7374,0.2999,0.6262,0.0,0.4583,0
KM-116,9.8,56351,51.95,53.14,39091.7,178,2,1,0.1096,0.6712,0.7891,0.0,0.364,0
KM-105,56.27,4537,70.58,89.08,122996.1,8,2,3,0.4166,0.2535,0.012,0.5453,0.3206,0
KM-121,77.35,44100,74.17,80.21,173637.9,57,2,0,0.6983,0.4093,0.0855,0.2918,0.4222,0
KM-116,46.43,79701,65.16,98.29,24279.1,49,3,1,0.3656,1.0,0.0735,0.8083,0.5543,1
KM-108,75.96,45092,61.11,59.03,14416.3,45,0,2,0.577,0.5832,0.2231,0.0,0.3923,0
KM-121,59.09,75881,59.16,87.49,178397.1,137,1,0,0.3991,0.9238,0.4392,0.4998,0.5584,0
KM-108,24.18,74006,40.33,93.84,113722.0,103,2,1,0.1585,0.9697,1.0,0.6812,0.6341,1
KM-114,26.3,26558,52.89,63.61,46933.9,108,3,1,0.2192,0.2713,0.6465,0.0,0.2738,0
KM-110,7.11,31579,48.4,68.44,141707.3,71,2,1,0.1051,0.328,0.7706,0.0,0.2729,0
KM-107,91.57,36677,49.22,58.34,103367.1,25,3,3,0.9885,0.5504,0.6686,0.0,0.6173,0
KM-102,92.38,15905,51.75,100.79,112058.6,34,1,1,0.9035,0.1686,0.5809,0.8799,0.6505,0
KM-115,59.1,67349,61.67,85.92,67332.5,133,0,1,0.3493,0.8524,0.3326,0.455,0.4929,0
KM-105,29.19,45282,44.9,56.71,115231.5,132,2,1,0.1852,0.5058,1.0,0.0,0.3913,0
KM-109,22.3,57424,41.7,52.04,153096.2,64,4,1,0.2497,0.6881,1.0,0.0,0.4594,0
KM-102,45.17,15577,43.42,65.83,97125.3,110,0,1,0.2041,0.1659,1.0,0.0,0.3129,0
KM-104,90.37,16691,70.42,64.51,67250.0,17,0,0,0.8167,0.0953,0.0255,0.0,0.3148,0
KM-119,48.17,59239,63.86,72.75,51928.4,131,2,1,0.3321,0.7172,0.242,0.0787,0.3597,0
KM-117,60.21,76081,52.18,92.71,133690.4,163,3,1,0.5125,1.0,0.7574,0.6488,0.7106,1
KM-115,70.35,76719,40.15,55.8,112557.9,143,2,1,0.5949,1.0,1.0,0.0,0.6582,0
KM-106,53.62,64826,50.6,87.87,22381.5,12,1,0,0.3375,0.7294,0.5941,0.5106,0.5214,0
KM-117,27.9,42336,48.28,70.99,174958.6,137,3,1,0.2278,0.465,0.8744,0.0284,0.3765,0
KM-121,89.06,29183,44.57,63.03,88642.0,136,0,1,0.7931,0.3003,1.0,0.0,0.5527,0
KM-115,22.38,71110,41.14,58.52,176342.6,73,2,2,0.1501,0.998,1.0,0.0,0.502,0
KM-114,56.04,67299,40.75,76.63,113224.0,143,2,0,0.414,0.7716,1.0,0.1896,0.5757,0
KM-111,67.75,2743,57.08,54.14,66504.5,10,2,0,0.5591,0.0063,0.3317,0.0,0.2636,0
KM-111,83.81,31859,65.76,53.4,121902.9,50,1,3,0.7524,0.4913,0.075,0.0,0.4012,0
KM-121,60.56,52658,50.91,69.38,17923.4,13,2,0,0.4668,0.534,0.5832,0.0,0.4135,0
KM-104,10.84,68677,46.34,81.63,39629.7,76,1,1,0.0617,0.8754,0.8602,0.3322,0.479,0
KM-112,70.19,15933,56.4,53.21,138796.1,27,2,3,0.5927,0.3289,0.3844,0.0,0.3665,0
KM-110,27.27,41539,69.04,60.32,70109.2,4,2,0,0.1744,0.3742,0.006,0.0,0.1558,0
KM-117,73.76,61930,64.04,101.6,161145.1,106,3,1,0.694,0.7611,0.1973,0.9027,0.6532,1
KM-108,19.2,7849,49.33,83.42,101822.8,175,1,1,0.0869,0.1107,0.8893,0.3834,0.3126,0
KM-111,42.66,52516,70.66,103.69,104366.5,64,3,0,0.332,0.5319,0.096,0.9627,0.4609,0
KM-105,78.14,75211,59.84,94.91,70423.8,71,0,2,0.6106,1.0,0.3129,0.7116,0.6686,0
KM-103,48.82,39984,60.31,87.71,6965.9,72,0,1,0.2383,0.4333,0.2956,0.5061,0.3521,0
KM-124,16.64,47166,49.79,46.94,120870.0,12,2,0,0.1277,0.4527,0.6265,0.0,0.2832,0
KM-125,35.37,48865,66.34,45.87,105721.1,54,1,1,0.1751,0.5574,0.081,0.0,0.2168,0
KM-114,6.55,9129,43.62,102.65,64306.9,149,2,0,0.1043,0.0385,1.0,0.9329,0.4327,0
KM-119,68.35,21729,57.81,62.91,147647.0,98,1,0,0.5172,0.1416,0.4346,0.0,0.3033,0
KM-116,86.1,32453,73.19,88.8,31793.9,23,0,0,0.7413,0.2584,0.0345,0.5373,0.4384,0
KM-116,90.87,23050,73.79,84.68,105486.4,176,1,0,0.8758,0.1547,0.264,0.4196,0.4819,0
KM-121,53.46,26659,73.05,86.49,147237.3,4,2,0,0.3858,0.1924,0.006,0.4712,0.2786,0
KM-103,14.07,12972,69.19,61.3,145567.4,162,0,1,0.0198,0.1453,0.243,0.0,0.0918,0
KM-115,15.54,23774,64.08,81.51,131824.0,114,0,0,0.0242,0.162,0.2077,0.3288,0.1562,0
KM-122,12.42,18852,71.5,53.95,133994.0,17,1,1,0.0654,0.1944,0.0255,0.0,0.0766,0
KM-108,48.41,78914,73.18,72.23,84490.4,146,2,1,0.3343,1.0,0.219,0.0638,0.4236,0
KM-104,53.98,6660,72.39,70.75,105018.6,47,0,0,0.2914,0.024,0.0705,0.0213,0.1263,0
KM-125,9.56,79130,64.57,98.78,101158.5,117,2,0,0.1091,0.9837,0.1928,0.8223,0.4871,0
KM-106,36.31,13729,73.48,46.66,20653.9,74,4,2,0.3319,0.2311,0.111,0.0,0.1961,0
KM-114,47.82,65993,52.61,74.53,25106.7,76,2,0,0.3286,0.7492,0.6095,0.1294,0.4501,0
KM-124,84.41,72229,71.68,104.01,120707.4,52,3,2,0.8624,1.0,0.078,0.9717,0.7618,1
KM-106,5.48,63500,53.52,62.64,90135.6,122,2,1,0.103,0.7872,0.6422,0.0,0.3613,1
KM-115,45.51,2296,69.29,102.15,57106.5,141,2,2,0.3071,0.1649,0.2115,0.9187,0.3747,0
KM-120,9.78,8673,71.08,57.6,162752.6,82,3,0,0.1596,0.0357,0.123,0.0,0.0894,0
KM-122,26.28,28978,65.15,78.17,7560.0,107,4,0,0.2691,0.218,0.1605,0.2336,0.2275,1
KM-114,53.55,74860,40.15,76.38,77447.6,102,4,1,0.4867,0.9852,1.0,0.1824,0.6531,0
KM-116,91.68,21154,49.73,79.56,141720.1,135,1,0,0.8905,0.136,0.8131,0.2731,0.5629,0
KM-102,60.57,14431,65.41,81.66,13377.5,2,3,2,0.5169,0.2366,0.003,0.3331,0.3073,0
KM-118,57.26,66815,51.25,85.93,139646.7,124,2,0,0.4279,0.7633,0.7359,0.455,0.5788,1
KM-115,55.97,78626,62.2,100.61,125010.5,109,1,2,0.3632,1.0,0.2757,0.8745,0.6072,0
KM-119,36.97,32765,51.39,76.81,97070.7,157,4,0,0.3367,0.2621,0.7801,0.1946,0.3783,1
KM-114,47.16,20318,64.1,46.94,64070.8,69,1,0,0.2724,0.128,0.1396,0.0,0.1553,0
KM-103,60.2,25601,62.14,93.68,27370.4,37,0,0,0.3624,0.181,0.1699,0.6765,0.3414,0
KM-111,69.21,45766,57.39,46.7,96614.8,120,3,1,0.629,0.5127,0.4844,0.0,0.4452,0
KM-113,22.55,9239,50.65,97.68,155145.6,105,5,0,0.3009,0.0392,0.7314,0.7909,0.4196,0
KM-101,85.58,51404,64.82,85.44,107518.5,169,0,0,0.7324,0.5151,0.2607,0.4413,0.5255,0
KM-114,89.83,66896,70.79,78.58,92716.1,165,2,1,0.9069,0.8447,0.2475,0.2451,0.6271,1
KM-103,42.2,51419,65.61,84.32,45211.7,69,0,0,0.1781,0.5153,0.1035,0.4091,0.2937,0
KM-114,23.82,49740,69.84,51.54,51614.0,54,2,0,0.1567,0.4903,0.081,0.0,0.1936,0
KM-109,6.99,51892,47.01,67.44,127335.9,41,4,2,0.2049,0.6824,0.7809,0.0,0.3985,1
KM-119,50.1,4835,60.39,78.32,149670.1,30,1,0,0.301,0.0149,0.2296,0.2378,0.2026,0
KM-114,37.81,8587,68.88,70.68,39040.9,79,1,2,0.193,0.1952,0.1185,0.0193,0.1439,0
KM-116,20.1,60110,59.74,99.1,128999.0,166,1,1,0.0904,0.7313,0.4592,0.8313,0.4726,0
KM-103,60.05,64217,45.32,60.97,179458.5,144,2,0,0.4606,0.7192,1.0,0.0,0.541,0
KM-124,89.21,29284,71.99,101.87,14372.9,100,2,0,0.8958,0.2215,0.15,0.9104,0.581,1
KM-125,87.55,7793,67.66,78.21,29318.0,139,1,1,0.8165,0.1104,0.2085,0.2346,0.402,0
KM-101,14.45,41246,71.41,83.29,94776.7,123,3,0,0.1709,0.3702,0.1845,0.3798,0.2652,0
KM-121,94.35,36671,55.19,99.16,30278.2,29,1,0,0.9402,0.3103,0.4359,0.8333,0.6605,1
KM-113,37.42,35055,43.52,101.66,59003.3,101,0,1,0.14,0.3701,1.0,0.9046,0.5224,0
KM-122,77.62,66758,59.62,81.53,52373.3,159,0,0,0.6025,0.7623,0.4537,0.3293,0.558,1
KM-106,54.73,54355,69.86,50.02,14818.0,20,2,0,0.3996,0.56,0.03,0.0,0.2859,0
KM-123,12.79,64087,69.63,89.25,116336.4,38,2,0,0.1164,0.717,0.057,0.5501,0.3414,1
KM-105,57.76,26884,73.63,86.48,146533.2,154,2,0,0.4336,0.1948,0.231,0.4709,0.3408,1
KM-104,74.57,67713,64.69,45.64,69216.8,75,1,2,0.6061,0.9387,0.125,0.0,0.4718,1
KM-117,91.73,73410,56.37,93.33,139416.6,27,1,0,0.8915,0.879,0.3856,0.6666,0.7422,1
KM-124,56.08,79151,65.34,54.14,30710.7,122,3,0,0.4645,0.9841,0.183,0.0,0.4452,1
KM-113,65.69,31741,46.81,76.15,93060.2,18,0,3,0.4315,0.4899,0.7544,0.1758,0.4595,1
KM-120,42.26,41923,41.35,84.42,43959.2,127,1,2,0.2286,0.5394,1.0,0.4121,0.4973,0
KM-101,14.58,56691,40.48,74.84,167030.2,44,3,4,0.1713,0.9165,1.0,0.1382,0.5167,1
KM-111,35.43,27768,64.62,86.04,83788.2,139,0,0,0.1256,0.2045,0.2238,0.4582,0.2315,0
KM-116,30.68,39691,43.32,49.99,87603.3,97,3,0,0.2441,0.3495,1.0,0.0,0.3728,0
KM-124,20.8,34012,70.13,71.64,69419.0,147,1,0,0.0933,0.2772,0.2205,0.0468,0.1554,0
KM-107,37.73,7146,51.19,67.81,139064.1,60,2,0,0.2424,0.0267,0.6422,0.0,0.2199,0
KM-113,79.84,16036,45.05,61.77,78230.9,62,1,0,0.6874,0.0897,0.8911,0.0,0.4412,1
KM-115,78.65,41028,40.53,91.41,68315.6,174,1,0,0.6686,0.3673,1.0,0.6116,0.6481,0
KM-119,25.95,5960,54.94,71.56,94001.8,49,3,1,0.2173,0.1003,0.4759,0.0447,0.2053,0
KM-112,16.76,46877,63.24,46.87,33005.3,50,0,1,0.0281,0.5285,0.1456,0.0,0.1711,0
KM-113,55.36,14435,63.65,70.3,10456.0,5,3,0,0.4565,0.0766,0.0614,0.0087,0.1929,0
KM-109,73.65,64614,68.97,48.22,163253.6,113,4,1,0.7425,0.8059,0.1695,0.0,0.4952,0
KM-102,69.56,19955,56.93,93.29,112689.2,163,1,2,0.5338,0.2846,0.5673,0.6655,0.5045,0
KM-123,73.86,75396,52.98,73.17,95787.9,66,1,3,0.5956,1.0,0.5799,0.0905,0.5925,0
KM-119,36.26,39603,56.82,72.74,138284.0,88,5,3,0.3815,0.5883,0.4591,0.0784,0.3881,0
KM-121,89.72,52222,61.37,81.39,156686.4,140,1,1,0.8551,0.6074,0.3551,0.3255,0.5872,1
KM-112,76.36,43342,71.96,95.4,16105.9,101,2,1,0.6831,0.4788,0.1515,0.7257,0.5342,0
KM-115,58.18,9679,65.87,57.77,74199.5,125,2,1,0.4385,0.1221,0.1875,0.0,0.2215,1
KM-115,90.06,21348,46.75,53.97,89153.2,15,1,0,0.8611,0.1378,0.7524,0.0,0.4863,0
KM-109,42.64,40204,62.64,102.34,86096.3,95,2,0,0.2818,0.3563,0.2369,0.9239,0.4199,0
KM-104,50.34,10721,51.59,51.38,85422.3,136,1,2,0.3034,0.2091,0.7403,0.0,0.3065,1
KM-110,33.98,42949,66.88,69.17,69040.4,99,1,0,0.1655,0.3934,0.1485,0.0,0.186,0
KM-117,70.56,60311,56.4,101.82,133769.6,125,1,1,0.5479,0.7346,0.5316,0.909,0.6635,1
KM-104,56.91,66213,68.85,45.92,24150.9,42,2,1,0.4239,0.833,0.063,0.0,0.3692,0
KM-123,84.34,2262,50.25,86.34,175586.9,24,1,1,0.7613,0.0848,0.626,0.4668,0.5062,0
KM-109,79.3,31281,56.04,104.19,159327.5,5,1,0,0.6788,0.2445,0.3658,0.9769,0.5673,1
KM-115,29.83,37387,45.98,72.56,107754.7,168,2,1,0.189,0.3995,1.0,0.0733,0.3807,0
KM-121,59.22,75133,68.42,76.12,114853.9,15,0,1,0.3507,0.9901,0.0225,0.1748,0.4097,0
KM-102,76.01,56612,41.22,69.56,94420.5,96,1,1,0.6278,0.6753,1.0,0.0,0.5886,0
KM-118,29.09,24502,63.6,75.77,71748.0,128,0,0,0.0846,0.1695,0.248,0.165,0.1546,0
KM-118,24.74,10819,54.78,100.93,57625.5,124,0,0,0.0612,0.0497,0.595,0.8836,0.3296,1
KM-108,79.6,76144,42.35,65.43,57742.1,160,0,2,0.6337,1.0,1.0,0.0,0.6718,1
KM-124,59.58,14147,58.65,74.13,154304.5,99,3,1,0.505,0.1544,0.4027,0.1181,0.3195,1
KM-115,9.27,67877,68.87,101.76,109369.6,135,1,0,0.0586,0.7815,0.2025,0.9075,0.4379,1
KM-122,9.81,6923,50.36,47.15,21556.4,63,1,1,0.0596,0.1055,0.6802,0.0,0.1833,0
KM-119,44.86,21896,49.33,75.79,7359.8,162,1,1,0.2512,0.2232,0.8697,0.1654,0.3507,1
KM-101,50.87,21016,46.25,91.29,37361.8,9,5,0,0.5088,0.1346,0.7635,0.6083,0.4861,0
KM-108,20.31,6506,50.46,91.8,80572.5,25,0,0,0.0412,0.0232,0.6189,0.6229,0.2686,0
KM-112,55.66,61013,73.31,94.0,33211.0,135,4,0,0.5098,0.666,0.2025,0.6858,0.5226,0
KM-109,60.34,55379,54.08,54.14,17328.0,69,1,3,0.4141,0.8159,0.5405,0.0,0.457,0
KM-124,77.86,50191,52.42,54.51,103308.9,76,2,2,0.7063,0.6569,0.6171,0.0,0.5348,1
KM-117,5.98,49630,54.79,99.91,165406.0,41,0,0,0.0036,0.4886,0.4697,0.8545,0.3883,1
KM-107,58.72,39210,72.9,52.39,171529.2,31,1,2,0.3948,0.5031,0.0465,0.0,0.2732,0
KM-111,80.42,47343,45.27,103.37,124848.8,20,1,2,0.6968,0.6152,0.8192,0.9535,0.7522,1
KM-117,8.58,77803,69.42,68.95,102221.5,81,4,1,0.2074,1.0,0.1215,0.0,0.3469,0
KM-107,79.03,56641,70.51,62.41,62900.4,161,4,1,0.8245,0.6757,0.2415,0.0,0.5058,0
KM-114,94.89,61110,42.35,86.9,55591.3,143,1,1,0.9505,0.7476,1.0,0.4829,0.8162,1
KM-120,69.27,26238,46.94,64.05,104640.3,143,1,1,0.5298,0.2678,0.9368,0.0,0.4398,1
KM-116,25.57,76059,48.77,57.74,48952.2,59,0,1,0.0654,1.0,0.7378,0.0,0.4205,0
KM-114,39.69,34520,51.51,51.67,170414.0,60,2,2,0.2576,0.4434,0.6298,0.0,0.327,1
KM-102,13.8,11917,65.15,73.66,172121.7,162,6,0,0.319,0.0575,0.243,0.1045,0.1955,0
KM-104,46.29,2442,67.05,83.96,118899.1,98,0,0,0.2143,0.0053,0.147,0.3989,0.1855,0
KM-122,35.47,52392,61.98,81.13,175556.7,26,3,0,0.2758,0.53,0.1597,0.3181,0.3246,0
KM-119,45.3,65370,47.05,87.06,161488.4,162,2,0,0.3052,0.7386,0.9609,0.4875,0.5812,0
KM-118,57.81,19592,62.98,79.78,13753.3,28,2,2,0.4342,0.2812,0.1226,0.2795,0.3027,0
KM-113,45.62,53572,68.4,75.7,113292.2,132,3,2,0.3581,0.708,0.198,0.163,0.3745,0
KM-102,6.13,39933,70.28,81.84,79658.2,146,2,1,0.1038,0.4327,0.219,0.3383,0.2559,0
KM-116,60.91,50518,73.39,71.76,162185.4,15,0,1,0.371,0.5818,0.0225,0.0503,0.2899,0
KM-107,83.16,65379,63.9,80.14,42120.5,143,1,3,0.7416,0.9788,0.2587,0.2896,0.6139,0
KM-125,47.07,49553,58.27,63.6,177255.4,1,1,1,0.2716,0.5675,0.2706,0.0,0.291,0
KM-120,34.04,62411,56.83,54.68,94270.7,80,4,1,0.3159,0.7691,0.4466,0.0,0.3921,0
KM-123,47.81,12845,67.2,99.57,60103.4,29,2,1,0.3286,0.1443,0.0435,0.8449,0.3288,1
KM-110,12.85,48459,73.2,53.14,26145.3,75,2,1,0.1165,0.5514,0.1125,0.0,0.2011,0
KM-124,14.64,66945,61.62,54.09,147838.9,49,1,0,0.0714,0.7655,0.2086,0.0,0.2581,0
KM-108,61.48,30325,65.48,50.44,34920.8,113,1,1,0.4279,0.3134,0.1695,0.0,0.262,0
KM-101,7.16,59955,68.46,71.82,166045.7,148,4,0,0.2051,0.6488,0.222,0.052,0.2888,0
KM-115,89.18,23039,58.45,78.84,148436.1,174,2,1,0.8953,0.2345,0.5228,0.2525,0.5271,0
KM-115,59.91,75187,61.59,88.49,7045.7,54,2,0,0.459,0.9111,0.2173,0.5284,0.5376,1
KM-109,75.75,43703,46.37,49.64,93496.7,93,1,2,0.6239,0.5638,0.8846,0.0,0.5362,1
KM-101,9.99,5778,64.98,79.89,151270.8,161,3,0,0.16,0.0194,0.2424,0.2826,0.1658,0
KM-115,54.77,12817,64.21,45.89,37997.9,146,2,1,0.4,0.1441,0.2504,0.0,0.2261,0
KM-122,71.89,69617,66.76,74.19,176278.1,32,0,1,0.5168,0.8918,0.048,0.1197,0.4374,0
KM-117,36.31,8831,69.33,67.0,39983.2,27,1,2,0.1818,0.1967,0.0405,0.0,0.1209,0
KM-105,26.05,30460,62.98,55.45,165107.4,20,1,0,0.1179,0.2349,0.1108,0.0,0.1221,0
KM-122,48.76,33543,59.48,68.0,160319.1,3,1,3,0.2878,0.5115,0.2252,0.0,0.2736,0
KM-111,62.59,22689,42.49,74.61,63164.2,18,3,2,0.5417,0.311,0.9272,0.1316,0.4791,0
KM-125,38.81,54814,45.93,103.37,113008.9,60,1,0,0.2006,0.5672,0.8529,0.9533,0.5732,1
KM-108,85.89,22707,50.13,103.23,148233.1,170,2,1,0.8377,0.2312,0.8498,0.9493,0.7108,1
KM-120,91.51,68467,53.16,60.97,77271.7,76,0,1,0.8374,0.8717,0.5877,0.0,0.6286,1
KM-119,82.11,13344,45.36,71.76,73912.4,107,1,1,0.7242,0.1481,0.9459,0.0502,0.4897,0
KM-112,85.01,38453,71.24,102.35,97360.9,107,0,2,0.7226,0.4932,0.1605,0.9242,0.5932,0
KM-112,76.77,47015,66.55,57.91,136499.4,121,2,0,0.6894,0.4505,0.1815,0.0,0.3902,0
KM-117,13.5,30494,40.57,103.38,159110.7,38,4,2,0.2182,0.3953,1.0,0.9538,0.566,0
KM-116,76.86,49412,60.0,70.49,111273.2,25,2,1,0.6908,0.5654,0.2374,0.0141,0.4334,1
KM-111,28.36,65379,45.61,56.56,52201.7,51,0,2,0.0804,0.8988,0.8519,0.0,0.4232,1
KM-114,53.28,70593,71.57,82.65,15650.7,147,2,1,0.3838,0.9089,0.2205,0.3613,0.4779,0
KM-118,82.49,74929,51.77,59.75,167469.8,2,1,1,0.7305,0.9864,0.5324,0.0,0.6088,0
KM-122,90.72,35931,69.72,69.26,27910.1,92,2,0,0.923,0.301,0.138,0.0,0.4259,0
KM-111,17.45,6475,44.39,48.51,112171.5,19,2,1,0.1304,0.103,0.853,0.0,0.242,0
KM-118,14.16,7365,69.16,47.52,159867.3,1,2,2,0.12,0.1879,0.0015,0.0,0.0893,0
KM-110,5.08,11043,52.74,64.23,171240.9,7,2,2,0.1026,0.2113,0.5008,0.0,0.1889,0
KM-112,29.2,17890,62.92,63.64,69650.0,48,2,1,0.1853,0.1858,0.1552,0.0,0.1423,0
KM-124,27.31,57275,44.44,75.66,38071.7,42,1,1,0.1246,0.6858,0.8855,0.1618,0.4245,0
KM-108,83.51,15910,55.59,78.47,75289.0,85,2,2,0.7973,0.2487,0.504,0.2421,0.4905,1
KM-101,86.82,5108,58.36,78.58,117142.1,63,0,0,0.7537,0.0161,0.3601,0.245,0.3889,0
KM-106,16.91,78497,65.97,83.83,87581.0,58,2,1,0.1286,1.0,0.087,0.3952,0.3915,1
KM-117,40.61,75584,41.16,95.55,78313.4,31,1,1,0.2149,0.9984,1.0,0.73,0.6708,0
KM-108,74.47,43371,44.56,98.71,124579.5,178,2,0,0.6546,0.3992,1.0,0.8203,0.693,0
KM-122,66.83,62701,48.55,63.84,160473.4,81,3,1,0.5967,0.7739,0.7793,0.0,0.5582,0
KM-123,23.16,24247,41.39,104.41,104097.5,107,1,0,0.1036,0.1669,1.0,0.9831,0.4746,1
KM-102,71.23,39804,68.51,98.42,108258.4,46,3,1,0.6574,0.431,0.069,0.812,0.514,1
KM-118,22.65,2029,65.01,62.58,71537.1,106,1,3,0.1013,0.244,0.159,0.0,0.1283,0
KM-122,54.42,55689,45.27,56.04,84133.7,36,1,0,0.3462,0.5808,0.843,0.0,0.435,0
KM-106,15.18,76934,58.07,57.79,108469.8,110,2,1,0.123,1.0,0.4422,0.0,0.3815,0
KM-122,34.13,71575,62.9,55.94,60002.7,133,1,2,0.1665,1.0,0.2834,0.0,0.365,0
KM-117,9.49,40847,68.54,86.7,101260.4,137,0,0,0.009,0.3648,0.2055,0.4771,0.2309,0
KM-107,81.06,27643,68.54,104.18,102528.6,57,3,2,0.807,0.3631,0.0855,0.9766,0.5857,0
KM-125,39.97,66181,67.61,99.39,93601.7,36,1,1,0.2098,0.8324,0.054,0.8397,0.4603,0
KM-117,91.94,77370,51.67,104.42,108218.8,163,0,0,0.8453,0.9511,0.7778,0.9836,0.8859,0
KM-103,59.44,70180,53.84,95.12,84319.8,115,0,0,0.3533,0.8216,0.6189,0.7178,0.5964,0
KM-111,41.63,17896,61.96,68.75,146001.1,8,2,1,0.2733,0.1858,0.1336,0.0,0.1688,0
KM-116,36.32,55029,50.68,56.27,73160.7,129,2,0,0.2319,0.5705,0.7664,0.0,0.3771,0
KM-107,18.02,79910,63.33,69.17,169710.7,166,2,0,0.1325,0.9983,0.3156,0.0,0.3591,0
KM-107,28.41,78875,69.8,47.34,178059.2,171,0,0,0.0807,0.979,0.2565,0.0,0.3243,0
KM-116,74.38,68380,47.89,95.17,164987.1,102,2,1,0.6533,0.8702,0.8374,0.719,0.7575,0
KM-104,31.06,9925,60.29,74.19,27338.8,91,0,1,0.0965,0.1237,0.3248,0.1197,0.1536,0
KM-117,54.15,63794,69.2,60.22,37954.8,124,2,0,0.3932,0.7121,0.186,0.0,0.3529,0
KM-120,9.22,31292,41.54,95.2,179907.6,17,2,0,0.1085,0.2446,0.9638,0.7199,0.4359,0
KM-118,40.13,57588,44.86,84.07,171842.2,169,1,0,0.2111,0.6107,1.0,0.4019,0.5069,0
KM-101,33.49,41017,54.13,65.15,166604.0,108,2,1,0.2121,0.4471,0.597,0.0,0.3054,1
KM-103,78.49,4796,60.83,64.0,172952.8,50,2,1,0.7161,0.0947,0.242,0.0,0.3227,1
KM-124,79.78,40475,41.6,50.38,91545.6,52,1,0,0.6865,0.3599,1.0,0.0,0.5302,1
KM-111,11.97,58595,74.64,91.08,179209.3,12,1,1,0.0643,0.7068,0.018,0.6022,0.3233,1
KM-114,70.21,36311,46.31,61.58,148873.7,124,2,1,0.593,0.3858,0.9336,0.0,0.4907,0
KM-103,75.16,66283,56.92,49.07,160510.4,46,3,2,0.7149,0.9142,0.392,0.0,0.5572,0
KM-122,87.01,16067,74.18,52.13,152349.5,171,1,1,0.8071,0.17,0.2565,0.0,0.3763,0
KM-117,37.59,37928,70.05,93.04,58813.7,166,1,0,0.1913,0.3264,0.249,0.6582,0.33,0
KM-116,57.23,19972,66.35,48.08,174814.9,1,2,0,0.4276,0.1247,0.0015,0.0,0.1811,0
KM-107,9.12,27906,56.9,64.05,90700.6,62,0,0,0.0083,0.206,0.4171,0.0,0.1378,1
KM-123,71.32,8256,47.25,68.87,146634.6,49,1,1,0.5586,0.1132,0.7837,0.0,0.3805,0
KM-115,71.06,58205,54.18,52.55,107027.8,25,4,1,0.7049,0.7006,0.4702,0.0,0.5159,1
KM-106,74.68,10927,40.29,69.44,151574.0,42,2,2,0.6577,0.2105,1.0,0.0,0.4828,0
KM-123,11.97,77484,67.05,100.71,56638.3,173,3,1,0.1643,1.0,0.2595,0.8774,0.5349,0
KM-119,58.63,53439,50.64,58.31,58241.3,93,1,0,0.3937,0.5459,0.714,0.0,0.4171,0
KM-117,82.15,78681,42.39,57.98,171378.6,108,4,1,0.8748,1.0,1.0,0.0,0.7562,0
KM-112,53.64,57838,41.87,68.65,66270.0,52,1,0,0.3377,0.6147,1.0,0.0,0.4719,0
KM-105,39.2,11610,74.33,71.26,39333.7,100,1,0,0.2037,0.0553,0.15,0.0361,0.1223,0
KM-125,41.66,29727,42.5,81.79,66598.8,148,1,0,0.2236,0.2265,1.0,0.3369,0.4023,1
KM-123,49.52,79082,41.06,88.02,69189.0,16,2,2,0.3452,1.0,0.9817,0.515,0.6702,0
KM-105,69.22,16117,54.64,81.85,139559.4,82,2,0,0.5791,0.0904,0.5376,0.3387,0.4005,0
KM-102,48.73,6576,70.03,51.77,23902.3,9,2,3,0.3374,0.2636,0.0135,0.0,0.1867,0
KM-120,18.44,65055,42.12,99.23,12480.9,157,1,0,0.084,0.7333,1.0,0.8351,0.5798,0
KM-104,68.89,46237,58.44,101.18,38294.7,23,0,2,0.4745,0.5994,0.2969,0.8909,0.5535,0
KM-104,54.79,65288,54.54,46.48,78253.2,147,1,1,0.3502,0.8173,0.6389,0.0,0.4547,0
KM-117,91.64,64652,55.19,69.67,24484.5,51,0,0,0.8399,0.7265,0.4689,0.0,0.5694,1
KM-101,68.69,63700,72.79,88.4,38533.9,94,0,0,0.4719,0.7105,0.141,0.5258,0.4762,0
KM-118,86.11,42136,41.33,62.71,144112.2,53,1,4,0.7915,0.7022,1.0,0.0,0.6526,0
KM-121,85.57,72666,71.26,46.48,10213.2,118,3,0,0.8822,0.8657,0.177,0.0,0.5606,1
KM-108,33.87,43878,58.36,60.64,108352.0,155,1,0,0.1647,0.4062,0.4982,0.0,0.2589,0
KM-123,80.29,21224,69.62,78.37,84680.2,91,1,1,0.6947,0.2166,0.1365,0.2391,0.3724,1
KM-103,92.62,67803,60.62,84.34,74602.0,109,1,0,0.9079,0.7803,0.3387,0.4097,0.6625,0
